Category,Rating,Reviews,Size,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
GAME,4.2,16237,23M,Free,0,Everyone,Racing,"December 23, 2015",1.9.1,2.3 and up
GAME,4.5,1117212,50M,Free,0,Everyone,Board,"August 3, 2018",Varies with device,4.0.3 and up
EDUCATION,4.2,3692,4.4M,Free,0,Everyone,Education,"July 23, 2015",4.1.3,2.3.3 and up
VIDEO_PLAYERS,3.8,7335,Varies with device,Free,0,Everyone,Video Players & Editors,"July 17, 2018",Varies with device,Varies with device
TOOLS,4.1,7063,Varies with device,Free,0,Everyone,Tools,"January 25, 2018",2.3.2,5.0 and up
VIDEO_PLAYERS,,2,1.5M,Free,0,Everyone,Video Players & Editors,"June 23, 2015",1.0.2,4.3 and up
GAME,4.2,828489,Varies with device,Free,0,Everyone,Music,"August 4, 2018",Varies with device,Varies with device
BOOKS_AND_REFERENCE,4.3,28,Varies with device,Free,0,Everyone,Books & Reference,"October 20, 2016",Varies with device,Varies with device
NEWS_AND_MAGAZINES,4.5,9548,15M,Free,0,Everyone,News & Magazines,"August 1, 2018",6.6.4,4.0 and up
FAMILY,4.2,6418,59M,Free,0,Everyone,Casual,"May 8, 2017",1.3,4.1 and up
FAMILY,2.8,9,21M,Free,0,Everyone,Education,"July 27, 2018",5.33.3669,5.0 and up
LIFESTYLE,4.6,50338,Varies with device,Free,0,Everyone,Lifestyle,"July 23, 2018",Varies with device,Varies with device
FAMILY,,2,5.1M,Free,0,Everyone,Entertainment,"June 28, 2018",666,4.0 and up
DATING,4.7,158,4.5M,Free,0,Mature 17+,Dating,"July 5, 2018",8.2,4.0.3 and up
COMMUNICATION,3.8,9,780k,Paid,$0.99,Everyone,Communication,"May 19, 2015",1.2,2.3.3 and up
NEWS_AND_MAGAZINES,,9,1.1M,Free,0,Everyone,News & Magazines,"September 7, 2016",1.0,4.1 and up
FAMILY,4.4,2420,6.7M,Free,0,Teen,Entertainment,"July 28, 2018",5.3.6.0,4.1 and up
FAMILY,,0,15M,Free,0,Everyone,Education,"April 26, 2018",0.62,4.1 and up
FAMILY,4.2,123136,80M,Free,0,Mature 17+,Simulation,"June 25, 2018",1.0,4.0 and up
SPORTS,4.5,2943,8.1M,Free,0,Everyone,Sports,"May 15, 2018",6.1.3,2.3.3 and up
BUSINESS,4.2,88073,Varies with device,Free,0,Everyone,Business,"July 9, 2018",Varies with device,Varies with device
SPORTS,4.2,82882,Varies with device,Free,0,Everyone,Sports,"July 30, 2018",Varies with device,Varies with device
GAME,4.2,2113,67M,Free,0,Everyone 10+,Action,"April 23, 2018",Varies with device,4.0.3 and up
SOCIAL,4.0,2052,7.0M,Free,0,Teen,Social,"September 27, 2017",2.16,4.4 and up
PRODUCTIVITY,,0,6.2M,Free,0,Everyone,Productivity,"December 7, 2017",1.0,2.3 and up
PERSONALIZATION,4.3,444,12M,Paid,$0.99,Everyone,Personalization,"November 18, 2013",1.95,2.1 and up
FAMILY,4.4,3396,9.5M,Paid,$3.99,Everyone,Casual;Pretend Play,"December 9, 2014",1.8,4.0 and up
PHOTOGRAPHY,4.5,285788,46M,Free,0,Everyone,Photography,"December 4, 2017",1.8.0.170824_9,5.0 - 8.0
VIDEO_PLAYERS,4.8,2588730,9.7M,Free,0,Everyone,Video Players & Editors,"July 30, 2018",1.7.1.3,5.0 and up
TOOLS,4.7,1251479,Varies with device,Free,0,Everyone,Tools,"July 24, 2018",Varies with device,Varies with device
BOOKS_AND_REFERENCE,4.2,5775,4.9M,Free,0,Everyone,Books & Reference,"July 19, 2018",7.0.4.6,4.2 and up
ART_AND_DESIGN,4.1,227,5.2M,Free,0,Everyone,Art & Design,"May 31, 2018",1.2,2.3 and up
FINANCE,4.1,13868,1.4M,Free,0,Everyone,Finance,"August 3, 2017",1.1.16,2.1 and up
FAMILY,4.3,12919,94M,Free,0,Everyone,Educational;Education,"June 6, 2018",1.15.2,4.4 and up
SPORTS,4.3,91033,Varies with device,Free,0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up
COMMUNICATION,4.2,44706,Varies with device,Free,0,Everyone,Communication,"July 25, 2018",Varies with device,Varies with device
GAME,4.7,254258,23M,Free,0,Everyone,Card,"August 1, 2018",2.137.0,4.1 and up
FINANCE,4.3,45957,Varies with device,Free,0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device
TOOLS,,4,3.1M,Free,0,Everyone,Tools,"September 19, 2017",2.0,4.1 and up
FAMILY,3.0,17,32M,Free,0,Everyone,Entertainment,"March 7, 2018",1.1,7.0 and up
FAMILY,4.4,7615646,71M,Free,0,Everyone,Casual,"August 7, 2018",5.2.6,2.3 and up
SOCIAL,5.0,20,4.2M,Free,0,Teen,Social,"July 23, 2018",1.0,4.0 and up
PHOTOGRAPHY,4.5,7590099,34M,Free,0,Teen,Photography,"July 31, 2018",9.40.3,4.0.3 and up
BOOKS_AND_REFERENCE,4.4,22486,5.4M,Free,0,Teen,Books & Reference,"June 6, 2018",3.2.1,4.0 and up
TRAVEL_AND_LOCAL,3.0,69,31M,Free,0,Everyone,Travel & Local,"June 11, 2018",3.4.1,5.0 and up
PRODUCTIVITY,,7,10M,Free,0,Everyone,Productivity,"July 19, 2018",1.3.2,4.1 and up
FAMILY,5.0,8,2.7M,Free,0,Everyone,Entertainment,"December 3, 2017",1.1,4.1 and up
BEAUTY,4.2,62,3.1M,Free,0,Everyone,Beauty,"May 28, 2018",1.9.2,4.0.3 and up
GAME,4.7,1889250,Varies with device,Free,0,Everyone,Puzzle,"July 23, 2018",5423,4.1 and up
MEDICAL,4.0,122,980k,Free,0,Everyone,Medical,"July 13, 2018",1.4,4.0 and up
TRAVEL_AND_LOCAL,,0,3.6M,Free,0,Everyone,Travel & Local,"July 22, 2016",1.2.4,4.0 and up
COMMUNICATION,,0,4.3M,Free,0,Everyone,Communication,"April 20, 2018",1.7,2.1 and up
GAME,4.3,71468,51M,Free,0,Teen,Card,"June 12, 2018",5.8.0,4.1 and up
TOOLS,4.2,522,2.9M,Free,0,Everyone,Tools,"October 26, 2017",2.2 Free,4.0.3 and up
SPORTS,,3,948k,Paid,$4.80,Everyone,Sports,"May 21, 2015",1.0.1,4.0.3 and up
FAMILY,4.2,14432,35M,Free,0,Everyone,Casual,"September 21, 2017",1.5,4.0.3 and up
DATING,,3,4.8M,Free,0,Mature 17+,Dating,"July 17, 2018",1.,4.0 and up
FINANCE,4.1,129,2.7M,Paid,$399.99,Teen,Finance,"December 6, 2017",2,4.0.3 and up
MEDICAL,4.7,6,5.2M,Free,0,Everyone,Medical,"February 17, 2017",1.1,4.0 and up
HOUSE_AND_HOME,4.2,2543,4.6M,Free,0,Everyone,House & Home,"July 27, 2018",8.4.2,5.0 and up
FAMILY,4.5,359,17M,Paid,$4.99,Everyone,Board;Brain Games,"August 12, 2015",2.0.5,2.3 and up
TOOLS,3.9,12388,5.3M,Free,0,Everyone,Tools,"April 1, 2016",1.17,2.3 and up
GAME,4.1,52163,70M,Free,0,Mature 17+,Action,"July 13, 2016",1.1.2,2.3 and up
FAMILY,4.6,23125280,97M,Free,0,Everyone 10+,Strategy,"June 27, 2018",2.3.2,4.1 and up
LIFESTYLE,4.6,6477,20M,Paid,$7.99,Everyone,Lifestyle,"July 16, 2018",2.26 Build 17,4.1 and up
BOOKS_AND_REFERENCE,3.9,46,3.0M,Free,0,Everyone,Books & Reference,"April 30, 2018",1.1,4.0 and up
SHOPPING,,1,16M,Free,0,Everyone,Shopping,"March 14, 2018",2.53,4.1 and up
FINANCE,4.3,45962,Varies with device,Free,0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device
SPORTS,4.0,176487,10M,Free,0,Everyone,Sports,"November 21, 2017",5.3.0,4.4 and up
BUSINESS,,0,9.6M,Free,0,Everyone,Business,"September 29, 2016",1.1.5,4.0 and up
VIDEO_PLAYERS,4.5,714665,50M,Free,0,Everyone,Video Players & Editors,"July 24, 2018",4.13.3,4.3 and up
COMICS,4.5,564387,Varies with device,Free,0,Everyone,Comics,"July 5, 2018",Varies with device,Varies with device
FAMILY,5.0,4,52M,Free,0,Everyone,Education,"April 3, 2018",1.1,4.1 and up
AUTO_AND_VEHICLES,4.0,1598,56M,Free,0,Everyone,Auto & Vehicles,"July 26, 2018",11.0,4.1 and up
WEATHER,4.6,36900,4.8M,Free,0,Everyone,Weather,"July 28, 2018",1.3.6,4.0 and up
FAMILY,,2,705k,Free,0,Everyone,Entertainment,"March 1, 2016",1.0,2.1 and up
BUSINESS,3.1,7,39k,Free,0,Everyone,Business,"October 12, 2011",1,1.6 and up
BUSINESS,,0,30M,Free,0,Everyone,Business,"June 15, 2018",5.29.02,5.0 and up
FAMILY,4.6,9626,28M,Free,0,Everyone,Action;Action & Adventure,"February 7, 2018",1.1,4.4 and up
TOOLS,4.1,65597,2.4M,Free,0,Everyone,Tools,"April 28, 2017",4.20.1,2.3 and up
SPORTS,4.3,1879,4.4M,Free,0,Everyone,Sports,"February 9, 2017",2.9,4.1 and up
SOCIAL,4.4,2349421,39M,Free,0,Teen,Social,"July 27, 2018",4.1.0,4.0 and up
WEATHER,4.3,18194,3.2M,Free,0,Everyone,Weather,"June 28, 2017",1.7.7,3.0 and up
FINANCE,4.5,625,3.8M,Free,0,Everyone,Finance,"March 30, 2018",2.10,4.0 and up
FAMILY,4.2,20,1.6M,Free,0,Everyone,Education,"January 3, 2017",1.0,4.0 and up
LIFESTYLE,4.6,9,3.1M,Free,0,Everyone,Lifestyle,"December 8, 2017",2.2,4.1 and up
FAMILY,3.8,168,24M,Free,0,Everyone,Strategy,"March 1, 2017",1.2.2,4.0.3 and up
BOOKS_AND_REFERENCE,4.2,210534,22M,Free,0,Everyone,Books & Reference,"June 13, 2018",3.0.58,4.0 and up
BUSINESS,4.6,60,Varies with device,Free,0,Everyone,Business,"November 8, 2016",1.10.4,4.3 and up
GAME,3.7,80,7.6M,Free,0,Everyone,Trivia,"June 6, 2018",5.0,4.1 and up
GAME,4.2,1012,50M,Free,0,Teen,Action,"January 18, 2015",1.0.2,3.0 and up
FAMILY,4.7,6188,49M,Free,0,Everyone 10+,Entertainment;Music & Video,"April 3, 2018",1.6.4,4.1 and up
FAMILY,4.2,64815,23M,Free,0,Teen,Strategy,"June 1, 2018",1.7.5,2.3 and up
TOOLS,4.2,265,Varies with device,Free,0,Everyone,Tools,"May 22, 2016",1.7,4.0 and up
EDUCATION,4.3,656,556k,Free,0,Everyone,Education,"July 11, 2014",1.1,2.2 and up
MAPS_AND_NAVIGATION,4.3,1240,14M,Free,0,Everyone,Maps & Navigation,"November 2, 2017",2.4.1,4.1 and up
PRODUCTIVITY,4.6,48,7.3M,Free,0,Everyone,Productivity,"November 22, 2017",1.2.3,4.1 and up
FAMILY,4.6,4421,37M,Paid,$2.99,Teen,Strategy,"November 5, 2014",1.77,2.2 and up
BEAUTY,4.7,18900,17M,Free,0,Everyone,Beauty,"August 2, 2018",6.10.1,5.0 and up
COMMUNICATION,4.4,36981,4.0M,Free,0,Everyone,Communication,"July 6, 2018",5.2,5.0 and up
COMMUNICATION,,2,4.5M,Free,0,Teen,Communication,"July 16, 2018",0.0.10,4.4 and up
TRAVEL_AND_LOCAL,,0,22M,Free,0,Everyone,Travel & Local,"April 2, 2018",1.5.4,4.4 and up
BUSINESS,4.7,11442,6.8M,Paid,$4.99,Everyone,Business,"March 25, 2018",1.5.2,4.0 and up
FAMILY,4.4,1852384,Varies with device,Free,0,Everyone,Simulation,"July 13, 2018",9.3.6,4.0.3 and up
DATING,3.7,66,7.3M,Free,0,Mature 17+,Dating,"November 29, 2016",1.0.6,4.1 and up
SOCIAL,4.4,19,3.1M,Free,0,Everyone,Social,"May 29, 2018",1.4.8,4.1 and up
ART_AND_DESIGN,4.7,8145,24M,Free,0,Everyone,Art & Design;Creativity,"August 2, 2018",1.0.9,4.4 and up
FINANCE,4.3,12185,Varies with device,Free,0,Everyone,Finance,"June 8, 2018",Varies with device,Varies with device
SPORTS,4.4,29864,40M,Free,0,Everyone,Sports,"July 26, 2018",2.5,4.1 and up
PHOTOGRAPHY,4.4,40289,19M,Free,0,Everyone,Photography,"July 11, 2018",2.2,5.0 and up
DATING,,1,4.6M,Free,0,Teen,Dating,"July 20, 2018",1.0,4.0.3 and up
MEDICAL,4.7,26862,30M,Free,0,Everyone,Medical,"June 25, 2018",25.3.1,4.0.3 and up
FINANCE,4.7,706618,Varies with device,Free,0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device
PERSONALIZATION,4.1,8,4.5M,Free,0,Everyone,Personalization,"May 21, 2018",3.1,4.0.3 and up
MAPS_AND_NAVIGATION,4.1,132792,62M,Free,0,Everyone,Maps & Navigation,"October 25, 2017",1.17.1,4.0.3 and up
SPORTS,4.6,342,38M,Free,0,Everyone,Sports,"August 6, 2018",2.22.0,4.2 and up
PHOTOGRAPHY,4.6,847144,4.2M,Free,0,Everyone,Photography,"November 10, 2017",4.7.4,4.0 and up
PHOTOGRAPHY,4.0,26530,3.9M,Free,0,Everyone,Photography,"July 23, 2018",2.3.5,3.2 and up
FAMILY,,20,31M,Free,0,Everyone,Educational,"April 19, 2018",1.0.0,4.0 and up
FINANCE,4.3,37580,Varies with device,Free,0,Everyone,Finance,"August 1, 2018",4.5.2.1,4.4 and up
TOOLS,4.1,172990,525k,Free,0,Everyone,Tools,"December 2, 2017",1.17.4,2.2 and up
NEWS_AND_MAGAZINES,,4,Varies with device,Free,0,Everyone,News & Magazines,"July 30, 2018",5.1.1,4.1 and up
COMMUNICATION,4.3,27156,66M,Free,0,Everyone,Communication,"July 28, 2018",42.0.0.2059,4.4 and up
SPORTS,2.9,3017,24M,Free,0,Everyone,Sports,"July 2, 2018",3.7,4.1 and up
FAMILY,4.3,39109,4.0M,Free,0,Everyone,Entertainment,"December 20, 2017",6.5,4.0 and up
COMMUNICATION,3.3,1434,9.5M,Free,0,Everyone,Communication,"March 6, 2014",1.2.5,2.3 and up
GAME,4.6,29445,29M,Free,0,Everyone,Casual,"May 11, 2018",14.0,4.0.3 and up
TRAVEL_AND_LOCAL,3.7,16973,Varies with device,Free,0,Everyone,Travel & Local,"July 18, 2018",Varies with device,Varies with device
GAME,4.7,155694,92M,Free,0,Teen,Board,"July 13, 2018",2.1.1,4.0.3 and up
LIFESTYLE,4.6,17,19M,Free,0,Everyone,Lifestyle,"June 27, 2018",2.1.1,4.4 and up
FAMILY,,5,3.9M,Free,0,Everyone,Education,"April 19, 2016",1.2,2.2 and up
VIDEO_PLAYERS,4.2,192677,17M,Free,0,Teen,Video Players & Editors,"August 3, 2018",1.78,4.0.3 and up
SHOPPING,5.0,1,7.9M,Free,0,Everyone,Shopping,"July 25, 2018",1.0.1,4.1 and up
MAPS_AND_NAVIGATION,3.4,59,1.3M,Free,0,Everyone,Maps & Navigation,"January 26, 2015",1.0,1.5 and up
FAMILY,3.6,12781,51M,Free,0,Everyone,Casual;Pretend Play,"June 6, 2018",1.0.9,4.1 and up
COMMUNICATION,4.3,541661,Varies with device,Free,0,Everyone,Communication,"July 9, 2018",7.5.3.20547,4.1 and up
BUSINESS,4.5,56,Varies with device,Free,0,Everyone,Business,"March 5, 2018",6.4.16,4.0 and up
VIDEO_PLAYERS,4.4,8,14M,Free,0,Everyone,Video Players & Editors,"October 12, 2017",Final,4.0 and up
COMICS,3.7,705,20M,Free,0,Teen,Comics,"July 19, 2018",1.3.0,4.0.3 and up
HEALTH_AND_FITNESS,4.1,107,50M,Free,0,Everyone,Health & Fitness,"March 24, 2016",1.0.0,3.0 and up
FAMILY,3.8,484226,27M,Free,0,Teen,Casual,"June 15, 2018",3.0.10,4.0 and up
BUSINESS,3.0,2,49M,Free,0,Everyone,Business,"September 19, 2017",2.1.1,4.1 and up
FINANCE,4.2,24647,Varies with device,Free,0,Everyone,Finance,"July 13, 2018",Varies with device,Varies with device
ART_AND_DESIGN,4.3,194216,39M,Free,0,Everyone,Art & Design,"August 3, 2018",2.2.5,4.0.3 and up
FAMILY,3.9,859,5.3M,Free,0,Teen,Entertainment,"February 18, 2017",0.0.2,4.1 and up
MEDICAL,3.8,534,14M,Free,0,Everyone,Medical,"July 30, 2012",1.2,2.2 and up
FAMILY,4.4,7,7.5M,Free,0,Everyone,Casual,"March 10, 2016",1.0,2.3 and up
FAMILY,4.4,281448,70M,Free,0,Everyone,Racing;Action & Adventure,"June 1, 2018",1.5.0,4.0 and up
FAMILY,3.9,14754,21M,Free,0,Everyone 10+,Entertainment,"July 22, 2018",1.8.1,4.1 and up
ENTERTAINMENT,3.0,493,23M,Free,0,Everyone,Entertainment,"June 15, 2018",2.0.0,4.4 and up
BOOKS_AND_REFERENCE,4.6,1435,2.8M,Free,0,Everyone,Books & Reference,"January 21, 2018",1.0,4.0 and up
BUSINESS,4.8,726,5.4M,Paid,$3.99,Everyone,Business,"December 20, 2017",2.3.3,4.1 and up
LIFESTYLE,,5,8.3M,Free,0,Everyone,Lifestyle,"February 6, 2017",1.0,2.3 and up
LIFESTYLE,4.6,161143,11M,Free,0,Everyone 10+,Lifestyle,"June 25, 2018",5.2.4(881),4.0.3 and up
COMMUNICATION,,0,16M,Free,0,Everyone,Communication,"March 13, 2018",1.0,4.1 and up
GAME,4.4,3715656,36M,Free,0,Teen,Action,"July 24, 2018",0.7.0,4.3 and up
FOOD_AND_DRINK,4.5,2448,19M,Free,0,Everyone,Food & Drink,"September 1, 2017",5.4,4.0.3 and up
SOCIAL,4.1,285820,Varies with device,Free,0,Mature 17+,Social,"June 19, 2018",Varies with device,Varies with device
FAMILY,4.3,4624,78M,Free,0,Everyone,Education,"July 7, 2018",2.5.1,4.0.3 and up
GAME,4.1,349503,19M,Free,0,Everyone,Arcade,"August 26, 2015",1.31,4.0 and up
WEATHER,3.9,22154,Varies with device,Free,0,Everyone,Weather,"August 10, 2017",8.50.935520,4.4 and up
PRODUCTIVITY,4.1,22,26M,Free,0,Everyone,Productivity,"November 2, 2017",1.5,4.0.3 and up
FAMILY,4.5,6673,4.4M,Free,0,Everyone,Puzzle,"September 23, 2016",1.0.7,2.0 and up
WEATHER,4.4,15370,21M,Free,0,Everyone,Weather,"August 2, 2018",12.2.6.3660,4.1 and up
MEDICAL,3.7,3,7.3M,Free,0,Everyone,Medical,"May 24, 2018",1.4,3.2 and up
NEWS_AND_MAGAZINES,,3,32M,Free,0,Everyone 10+,News & Magazines,"July 16, 2018",2.0.3.53,6.0 and up
FAMILY,4.6,1218,4.0M,Free,0,Everyone,Education,"May 13, 2017",3.0,4.0.3 and up
GAME,4.4,22428456,74M,Free,0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up
FAMILY,2.0,27,31M,Free,0,Teen,Entertainment,"October 17, 2017",2.1,4.0.3 and up
FAMILY,4.5,4449910,67M,Free,0,Everyone 10+,Adventure;Action & Adventure,"July 31, 2018",2.347.225742,4.1 and up
BUSINESS,4.2,831,11M,Free,0,Everyone,Business,"June 13, 2018",1.3.2.9,4.0 and up
COMICS,4.4,39,4.3M,Free,0,Everyone 10+,Comics,"July 3, 2018",1.1,4.2 and up
FAMILY,3.9,10114,48M,Free,0,Everyone,Casual,"June 13, 2018",1.0.63,4.0 and up
WEATHER,4.4,1312037,Varies with device,Free,0,Everyone,Weather,"August 1, 2018",Varies with device,Varies with device
EVENTS,,11,11M,Free,0,Everyone,Events,"May 30, 2018",3.05.30.16,4.1 and up
LIBRARIES_AND_DEMO,,20,2.1M,Free,0,Everyone,Libraries & Demo,"March 26, 2018",1.0,2.3 and up
GAME,4.6,1226514,99M,Free,0,Teen,Action,"July 20, 2018",4.4.4,4.1 and up
PHOTOGRAPHY,4.3,116880,2.0M,Free,0,Everyone,Photography,"April 23, 2018",1.43.3,4.0.3 and up
COMMUNICATION,4.3,11334973,Varies with device,Free,0,Everyone,Communication,"July 18, 2018",Varies with device,Varies with device
GAME,4.5,371318,90M,Free,0,Everyone 10+,Arcade,"June 8, 2018",10.1.6,4.1 and up
ART_AND_DESIGN,4.2,26,12M,Free,0,Everyone,Art & Design,"January 3, 2018",1.0.0,4.1 and up
NEWS_AND_MAGAZINES,,0,62M,Free,0,Mature 17+,News & Magazines,"December 16, 2017",1,4.1 and up
SHOPPING,4.1,41074,16M,Free,0,Everyone,Shopping,"June 27, 2018",68,4.1 and up
BOOKS_AND_REFERENCE,4.4,8788,10M,Free,0,Everyone,Books & Reference,"July 28, 2018",2.5.3,4.0 and up
PRODUCTIVITY,4.5,48,26M,Free,0,Everyone,Productivity,"July 23, 2018",2.11.1,5.0 and up
PHOTOGRAPHY,3.3,41,7.8M,Free,0,Everyone,Photography,"August 17, 2017",1.0.7,2.2 and up
FINANCE,2.9,139,3.3M,Free,0,Everyone,Finance,"June 19, 2017",3.0.5,4.0 and up
DATING,4.7,18,5.0M,Free,0,Mature 17+,Dating,"July 25, 2018",8.2,4.0.3 and up
PHOTOGRAPHY,3.4,30,3.0M,Free,0,Everyone,Photography,"April 18, 2018",5.1.2,4.0.3 and up
PHOTOGRAPHY,4.3,13258,Varies with device,Free,0,Everyone,Photography,"June 20, 2018",2.3.0 build 180,5.0 and up
BOOKS_AND_REFERENCE,4.1,9636,93k,Free,0,Everyone,Books & Reference,"September 22, 2011",2.4,2.1 and up
LIBRARIES_AND_DEMO,4.6,2580,20M,Free,0,Everyone,Libraries & Demo,"March 8, 2018",2.0,2.3 and up
LIFESTYLE,4.5,9464,Varies with device,Free,0,Everyone,Lifestyle,"July 18, 2017",Varies with device,Varies with device
FAMILY,4.3,1295293,11M,Free,0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up
SOCIAL,3.2,6,458k,Free,0,Everyone,Social,"November 26, 2014",1.0,4.1 and up
BOOKS_AND_REFERENCE,4.7,14773,6.4M,Free,0,Everyone,Books & Reference,"October 9, 2017",4.1.92,3.0 and up
MEDICAL,,0,8.7M,Free,0,Everyone,Medical,"January 18, 2018",1.1,4.0.3 and up
FINANCE,3.8,472,8.6M,Free,0,Everyone,Finance,"February 21, 2018",5.0.0,4.0 and up
GAME,4.5,375996,3.3M,Free,0,Everyone,Board,"August 6, 2018",1.48.0,4.1 and up
FINANCE,4.2,24666,Varies with device,Free,0,Everyone,Finance,"July 13, 2018",Varies with device,Varies with device
BUSINESS,4.1,5448,12M,Free,0,Everyone,Business,"July 25, 2018",4.9.1,5.0 and up
FAMILY,2.3,3,36M,Free,0,Everyone 10+,Entertainment,"January 23, 2018",2.4,2.3.3 and up
BOOKS_AND_REFERENCE,4.5,1857,4.9M,Free,0,Everyone,Books & Reference,"August 3, 2018",1.3.2,4.4 and up
LIFESTYLE,3.7,4212,20M,Free,0,Everyone,Lifestyle,"July 25, 2018",3.4.5,2.3 and up
COMMUNICATION,4.3,346980,Varies with device,Free,0,Everyone,Communication,"January 23, 2018",Varies with device,4.1 and up
MAPS_AND_NAVIGATION,4.5,65590,18M,Free,0,Everyone,Maps & Navigation,"July 9, 2018",3.1.0,4.0 and up
TOOLS,4.1,543,26M,Free,0,Everyone,Tools,"June 5, 2018",1.2.1009.695,4.0.3 and up
GAME,4.4,275447,Varies with device,Free,0,Everyone 10+,Arcade,"August 1, 2018",Varies with device,4.1 and up
FAMILY,4.4,38517,17M,Free,0,Teen,Entertainment,"August 2, 2018",2.29.2,5.0 and up
FINANCE,3.7,52,13M,Free,0,Everyone,Finance,"May 4, 2018",4.16.10,4.4 and up
BUSINESS,3.2,54,7.7M,Free,0,Everyone,Business,"February 29, 2016",8.4.1,4.0 and up
MEDICAL,4.4,515,Varies with device,Paid,$5.49,Everyone,Medical,"April 19, 2017",Varies with device,Varies with device
MEDICAL,4.6,358,Varies with device,Paid,$3.99,Everyone,Medical,"October 25, 2017",Varies with device,Varies with device
PARENTING,4.7,34336,Varies with device,Free,0,Everyone,Parenting,"July 31, 2018",Varies with device,Varies with device
FAMILY,4.3,1311,14M,Free,0,Everyone,Education,"July 11, 2018",4.5.2,4.4 and up
SPORTS,4.3,91033,Varies with device,Free,0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up
GAME,3.9,29990,96M,Free,0,Teen,Action,"December 8, 2017",Varies with device,2.3 and up
FAMILY,4.4,48427,Varies with device,Free,0,Everyone 10+,Puzzle,"March 31, 2018",Varies with device,Varies with device
FAMILY,4.7,7,1.2M,Paid,$9.99,Everyone,Education,"November 1, 2013",1.2,1.6 and up
SOCIAL,4.2,1259723,76M,Free,0,Mature 17+,Social,"August 3, 2018",Varies with device,4.1 and up
MAPS_AND_NAVIGATION,4.3,891,6.4M,Free,0,Everyone,Maps & Navigation,"July 26, 2018",4.5.1,4.1 and up
GAME,4.4,562345,Varies with device,Free,0,Teen,Casino,"July 23, 2018",Varies with device,Varies with device
BUSINESS,4.5,78662,22M,Free,0,Everyone,Business,"February 13, 2018",3.7.5,4.4 and up
TOOLS,3.9,64,4.1M,Free,0,Everyone,Tools,"June 1, 2017",1.24,4.4 and up
FAMILY,1.8,5,5.2M,Free,0,Everyone,Education,"December 2, 2017",4.0,4.4 and up
DATING,3.8,24,19M,Free,0,Mature 17+,Dating,"August 2, 2018",1.0.5,4.0 and up
NEWS_AND_MAGAZINES,3.1,183,7.1M,Free,0,Everyone,News & Magazines,"July 4, 2018",2.2.9,4.1 and up
PERSONALIZATION,4.2,42190,11M,Free,0,Teen,Personalization,"July 8, 2018",Varies with device,Varies with device
TOOLS,4.3,13064,4.6M,Free,0,Everyone,Tools,"May 23, 2018",4.72,7.0 and up
TOOLS,4.4,22503,6.5M,Free,0,Everyone,Tools,"July 6, 2018",4.1,4.1 and up
TOOLS,,40,2.4M,Free,0,Everyone,Tools,"October 31, 2017",1.0.5,2.1 and up
FAMILY,3.8,70903,47M,Free,0,Everyone 10+,Role Playing,"October 27, 2016",2.164.4,2.3 and up
TOOLS,4.6,20418,4.3M,Free,0,Everyone,Tools,"April 8, 2018",4.54,4.0 and up
BUSINESS,,0,27M,Free,0,Everyone,Business,"August 3, 2018",2.0,6.0 and up
FAMILY,4.5,197,11M,Paid,$2.99,Everyone,Casual;Action & Adventure,"March 23, 2017",4.0.2,2.3 and up
SPORTS,4.5,32386,19M,Free,0,Everyone,Sports,"August 1, 2018",7.8.0,5.1 and up
NEWS_AND_MAGAZINES,3.7,24,10M,Free,0,Everyone,News & Magazines,"December 24, 2015",1.1,4.1 and up
VIDEO_PLAYERS,4.3,25623548,Varies with device,Free,0,Teen,Video Players & Editors,"August 2, 2018",Varies with device,Varies with device
MEDICAL,4.3,214,899k,Paid,$2.99,Everyone,Medical,"November 22, 2012",2.5,2.1 and up
FAMILY,4.8,1499466,96M,Free,0,Teen,Casual,"July 24, 2018",1.25.0,4.1 and up
TOOLS,4.6,2246379,5.1M,Free,0,Everyone,Tools,"June 28, 2018",2.1.4,4.0 and up
DATING,4.2,313724,Varies with device,Free,0,Mature 17+,Dating,"August 4, 2018",2.6.141,4.1 and up
PHOTOGRAPHY,4.0,2076,11M,Free,0,Teen,Photography,"May 21, 2018",2.5,4.1 and up
TOOLS,,3,18M,Free,0,Everyone,Tools,"October 18, 2017",1.0.2,4.1 and up
VIDEO_PLAYERS,4.3,138337,Varies with device,Free,0,Everyone,Video Players & Editors,"April 3, 2018",Varies with device,Varies with device
LIFESTYLE,3.0,859,3.5M,Free,0,Everyone,Lifestyle,"July 19, 2018",1.7.7,2.2 and up
PHOTOGRAPHY,4.3,1017237,Varies with device,Free,0,Everyone,Photography,"July 30, 2018",7.6.5,4.3 and up
PHOTOGRAPHY,4.6,15700,10M,Free,0,Everyone,Photography,"July 7, 2018",2.3,4.0.3 and up
FAMILY,4.7,21,44M,Paid,$5.99,Everyone,Education;Education,"July 21, 2017",1.3,4.1 and up
MEDICAL,4.8,17,37M,Free,0,Everyone,Medical,"July 19, 2018",1.5.0,5.0 and up
